source_Id,toDo_20251016,wikidata_uri,mapping_provenance,possible_mapping_to_check_again,source_prefLabel,source_definition,source_isocat_id,source_is_used_concept,source_is_facet_VLO_xml,source_seems_to_be_property,source_extractedSourceFromDefinition,source_changeNote,source_instance_of,source_notation,http://www.w3.org/2004/02/skos/core#altLabel,http://openskos.org/xmlns#status,http://www.w3.org/2004/02/skos/core#inScheme,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#topConceptOf,http://www.w3.org/2004/02/skos/core#changeNote,http://www.w3.org/2004/02/skos/core#notation,http://openskos.org/xmlns#inSkosCollection,http://www.w3.org/2004/02/skos/core#definition,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/2004/02/skos/core#example,http://www.w3.org/2004/02/skos/core#scopeNote,http://www.w3.org/2004/02/skos/core#note,http://www.w3.org/2004/02/skos/core#hasTopConcept,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2004/02/skos/core#member,http://www.w3.org/2004/02/skos/core#hiddenLabel,http://purl.org/dc/terms/modified,http://purl.org/dc/terms/dateSubmitted,http://purl.org/dc/terms/creator
http://hdl.handle.net/11459/CCR_C-3655_bc4c2656-2946-0be9-49f0-021a811e531b,investigate why there is no mapping,,,,End range,The end of a range. (source: Meertens Instituut),3655,y,temporalCoverage,y,Meertens Instituut,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3655,0,endRange,"End range, endRange",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3655,endRange,http://hdl.handle.net/11459/CCR__898e6bd1-2f6d-34d2-323a-b760f610784f,The end of a range. (source: Meertens Instituut)@en,End range@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3657_e8ffbe0a-572b-151f-d4c2-45d4a8f0a184,investigate why there is no mapping,,,,Social variable,Something social that can change and affect the result of a situation. (source: Meertens Instituut. Adapted from www.macmillandictionary.com),3657,y,null,y,Meertens Instituut. Adapted from www.macmillandictionary.com,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3657,0,socialVariable,"Social variable, socialVariable",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3657,socialVariable,http://hdl.handle.net/11459/CCR__898e6bd1-2f6d-34d2-323a-b760f610784f,Something social that can change and affect the result of a situation. (source: Meertens Instituut. Adapted from www.macmillandictionary.com)@en,Social variable@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3663_657abbe9-5d07-c87f-9e13-c2036cf38b52,investigate why there is no mapping,,,,Place of residence,The area where you live. (source: www.macmillandictionary.com),3663,y,null,y,www.macmillandictionary.com,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3663,0,placeOfResidence,"Place of residence, placeOfResidence",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3663,placeOfResidence,"http://hdl.handle.net/11459/CCR__898e6bd1-2f6d-34d2-323a-b760f610784f , http://hdl.handle.net/11459/CCR__ae465c95-1e99-d785-ce90-60425a21425e",The area where you live. (source: www.macmillandictionary.com)@en,Place of residence@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3664_eb600f47-5123-efbe-251b-d952c65fc847,investigate why there is no mapping,,,,Time coverage,Basic time coverage information. (source: Meertens Instituut),3664,y,temporalCoverage,y,Meertens Instituut,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3664,0,timeCoverageBasic,"Time coverage, timeCoverage",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3664,timeCoverageBasic,http://hdl.handle.net/11459/CCR__898e6bd1-2f6d-34d2-323a-b760f610784f,Basic time coverage information. (source: Meertens Instituut)@en,Time coverage@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3667_587bdb8f-43cc-83b0-b026-14ea7aa76232,"check if the column ""possible_mapping_to_check_again"" contains a good mapping, if so, paste it to the ""wikidata_uri"" column and add in the column ""mapping_provenance"" -> ""manually-found""",,,https://www.wikidata.org/wiki/Q82794,Topicality,Basic geographic coverage information. (source: Meertens Instituut),3667,y,null,y,Meertens Instituut,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3667,0,topicality,"Topicality, topicality",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3667,topicality,http://hdl.handle.net/11459/CCR__898e6bd1-2f6d-34d2-323a-b760f610784f,Basic geographic coverage information. (source: Meertens Instituut)@en,Topicality@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3668_321a773e-0d06-42a3-23c2-b047730ac733,investigate why there is no mapping,,,,Monotopical,Relating to the study of something at one particular location without considering other locations or geographic area's. (source: Meertens Instituut. Adapted from definition for synchrone at www.macmillandictionary.com.),3668,y,null,y,Meertens Instituut. Adapted from definition for synchrone at www.macmillandictionary.com.,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3668,0,monotopical,"Monotopical, monotopical",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3668,monotopical,http://hdl.handle.net/11459/CCR__898e6bd1-2f6d-34d2-323a-b760f610784f,Relating to the study of something at one particular location without considering other locations or geographic area's. (source: Meertens Instituut. Adapted from definition for synchrone at www.macmillandictionary.com.)@en,Monotopical@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3669_49d71910-f2fb-4fa1-d457-3b5cb142321f,investigate why there is no mapping,,,,Diatopical,Relating to or involving the changes that take place in something over a geographic area. (source: Meertens Instituut. Adapted from definition for diachrone at www.macmillandictionary.com.),3669,y,null,y,Meertens Instituut. Adapted from definition for diachrone at www.macmillandictionary.com.,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3669,0,diatopical,"Diatopical, diatopical",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3669,diatopical,http://hdl.handle.net/11459/CCR__898e6bd1-2f6d-34d2-323a-b760f610784f,Relating to or involving the changes that take place in something over a geographic area. (source: Meertens Instituut. Adapted from definition for diachrone at www.macmillandictionary.com.)@en,Diatopical@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3760_bf9771c3-7e27-ba40-115a-5b86011364a3,investigate why there is no mapping,,,,status,"Used to indicate how complete or thoroughly checked an entry is. Use a Range Set. (source: Coward, David F. & Grimes, Charles E. (2000). Making Dictionaries: A guide to lexicography and the Multi-Dictionary Formatter. Waxhaw, North Carolina: SIL International (1st ed. 1995). URL: http://www.sil.org/computing/shoebox/MDF_2000.pdf http://www.sil.org/computing/shoebox/MDF_Updates.html)",3760,y,null,y,"Coward, David F. & Grimes, Charles E. (2000). Making Dictionaries: A guide to lexicography and the Multi-Dictionary Formatter. Waxhaw, North Carolina: SIL International (1st ed. 1995). URL: http://www.sil.org/computing/shoebox/MDF_2000.pdf http://www.sil.org/computing/shoebox/MDF_Updates.html",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3760,0,statusCompleteness,"st, status",candidate,"http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128 , http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821 , http://hdl.handle.net/11459/CCR_P-Lexicography_630911fa-0687-1e55-c846-37ebe24f3182",http://www.w3.org/2004/02/skos/core#Concept,"http://hdl.handle.net/11459/CCR_P-Lexicography_630911fa-0687-1e55-c846-37ebe24f3182 , http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821 , http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3760,statusCompleteness,null,"Used to indicate how complete or thoroughly checked an entry is. Use a Range Set. (source: Coward, David F. & Grimes, Charles E. (2000). Making Dictionaries: A guide to lexicography and the Multi-Dictionary Formatter. Waxhaw, North Carolina: SIL International (1st ed. 1995). URL: http://www.sil.org/computing/shoebox/MDF_2000.pdf http://www.sil.org/computing/shoebox/MDF_Updates.html)@en",status@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3783_9555ed82-c82c-6116-5591-db86ee1761f7,"check if the column ""possible_mapping_to_check_again"" contains a good mapping, if so, paste it to the ""wikidata_uri"" column and add in the column ""mapping_provenance"" -> ""manually-found""",,,https://www.wikidata.org/wiki/Q7397,analysis tool,Indication of the name of a tool which is used for the analysis of a resource. (source: NaLiDa),3783,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3783,0,analysisTool,analysisTool,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3783,analysisTool,null,Indication of the name of a tool which is used for the analysis of a resource. (source: NaLiDa)@en,analysis tool@en,"SPSS, R, S, etc.@en","An analysis tool may be used for the statistical evaluation of an experiment, for instance.@en",null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3784_55fa12c9-35ad-7b55-b7a5-f9926c801952,investigate why there is no mapping,,,,access protocol,Indication of the name of a protocol that is required to access a resource or a tool. (source: NaLiDa),3784,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3784,0,accessProtocol,accessProtocol,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3784,accessProtocol,null,Indication of the name of a protocol that is required to access a resource or a tool. (source: NaLiDa)@en,access protocol@en,"REST, HTTP, WebDAV, etc.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3785_8efaa065-756e-3a66-12de-75b72dec7e50,investigate why there is no mapping,,,,annotation tool,Indication of the name of a tool which is used for annotating a resource. (source: NaLiDa),3785,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3785,0,annotationTool,annotationTool,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3785,annotationTool,http://hdl.handle.net/11459/CCR__750d203b-ba0e-2d28-36e4-7bed4d9ef60b,Indication of the name of a tool which is used for annotating a resource. (source: NaLiDa)@en,annotation tool@en,"EXMARaLDA, @nnotate, MMAX, Praat, ELAN, etc.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3787_b717a52a-b66f-f4bc-d01c-05fc936c4471,investigate why there is no mapping,,,,approach,Indication of the approach that is applied to the implementation of a tool or software. (source: NaLiDa),3787,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3787,0,approach,approach,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3787,approach,null,Indication of the approach that is applied to the implementation of a tool or software. (source: NaLiDa)@en,approach@en,"Hidden Markov Model (HMM), statistical approach, rule-based approach@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3788_cb748797-c45c-38b8-8af8-22aceda6532f,investigate why there is no mapping,,,,api,Indication of the name of an application programming interface (API). (source: NaLiDa),3788,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3788,0,api,"api, application programming interface@en",candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3788,api,null,Indication of the name of an application programming interface (API). (source: NaLiDa)@en,api@en,Java API 2.0.2@en,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3791_8f409aa8-2d57-5fc6-23f0-f490471807d8,investigate why there is no mapping,,,,continent name,Indication of the name of a continent. (source: NaLiDa),3791,y,continent,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3791,0,continentName,continentName,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3791,continentName,http://hdl.handle.net/11459/CCR__89c126e1-c817-e386-21c4-8b31c012bc9b,Indication of the name of a continent. (source: NaLiDa)@en,continent name@en,"Europe, Asia, Africa@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3793_3bbfdf57-c9c8-c45b-f1c0-52773b1b9dbc,investigate why there is no mapping,,,,cooperation partner,Indication of the cooperation partner of a research project. (source: NaLiDa),3793,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3793,0,cooperationPartner,cooperationPartner,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3793,cooperationPartner,null,Indication of the cooperation partner of a research project. (source: NaLiDa)@en,cooperation partner@en,"Tübingen University, Institute for Natural Language Processing (IMS)@en","The name of a cooperation partner can be the name of a person/university/organisation/institution, etc.@en",null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3794_452a35bd-35bb-717c-6004-82057cd05c86,"check if the column ""possible_mapping_to_check_again"" contains a good mapping, if so, paste it to the ""wikidata_uri"" column and add in the column ""mapping_provenance"" -> ""manually-found""",,,http://www.wikidata.org/entity/Q1741752,display type,Indication of the type of a tool that is only displayed but not meant to be stored. (source: NaLiDa),3794,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3794,0,displayType,displayType,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3794,displayType,null,Indication of the type of a tool that is only displayed but not meant to be stored. (source: NaLiDa)@en,display type@en,Statistical Chart@en,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3795_9ca13de7-965b-6a56-ebfb-9cfec61fac6e,investigate why there is no mapping,,,,distribution type,Indication of the distribution type of a resource. (source: NaLiDa),3795,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3795,0,distributionType,distributionType,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3795,distributionType,null,Indication of the distribution type of a resource. (source: NaLiDa)@en,distribution type@en,"Examples (e.g. for tools): source code, binary, compressed@en","source code: .pl, .jar, .sh, etc.; compressed: .gz, .tar, .zip, etc.; binary: .exe, .bin, etc.@en",null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3796_e89bb008-3e2e-1f70-afa5-e506a6c12683,investigate why there is no mapping,,,,field of research,Indication of the linguistic field for assigning a resource type to its linguistic context. (source: NaLiDa),3796,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3796,0,fieldOfResearch,"research field@en, fieldOfResearch",candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3796,fieldOfResearch,null,Indication of the linguistic field for assigning a resource type to its linguistic context. (source: NaLiDa)@en,field of research@en,"(general/applied) linguistics, phonetics, sociolinguistics, pragmatics, lexicography, etc.@en","Possible resource types: tool, corpus, lexicon, grammar, experiment, etc.@en",null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3797_81133735-c8be-5e51-7908-8ab779eadf72,investigate why there is no mapping,,,,minimum of hard disk space,Indication of the minimum of hard disk space required for the installation of a software/tool. (source: NaLiDa),3797,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3797,0,hardDiskMin,hardDiskMin,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3797,hardDiskMin,null,Indication of the minimum of hard disk space required for the installation of a software/tool. (source: NaLiDa)@en,minimum of hard disk space@en,"1 G, 5 MB, etc.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3798_8f86c06f-cf57-ad03-3b16-a5c9f1f51a07,investigate why there is no mapping,,,,implementation language,Indication of the programming language used for implementation. (source: NaLiDa),3798,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3798,0,implementationLanguage,implementationLanguage,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3798,implementationLanguage,null,Indication of the programming language used for implementation. (source: NaLiDa)@en,implementation language@en,"Perl, Python, Java, C++, etc.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3799_1395bea9-a7fe-26ff-5ff6-4b4800fee26e,investigate why there is no mapping,,,,input type,Indication of the allowed input type of a tool. (source: NaLiDa),3799,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3799,0,inputType,inputType,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3799,inputType,null,Indication of the allowed input type of a tool. (source: NaLiDa)@en,input type@en,"text/word-segmented text, speech (transliterated), etc.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3800_12a79edd-0ffe-8d82-9831-45d125c54aee,investigate why there is no mapping,,,,licence type,Indication of the type of a copyright licence. (source: NaLiDa),3800,y,availability,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3800,0,licenceType,licenceType,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3800,licenceType,null,Indication of the type of a copyright licence. (source: NaLiDa)@en,licence type@en,"GPL (GNU General Public License), Artistic Licence, BSD (Berkely Software Distribution), public domain, proprietary, etc.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3801_99745da2-854a-9b12-a92d-ce24f05c8bb3,investigate why there is no mapping,,,,main script,Indication of whether a script or writing system is the main script of a resource. (source: NaLiDa),3801,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3801,0,mainScript,mainScript,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3801,mainScript,null,Indication of whether a script or writing system is the main script of a resource. (source: NaLiDa)@en,main script@en,null,"If Latin is the main script of a resource, the value of the data category is \""true\"". If it is not the main script but still used in the resource, the value of the data category needs to be \""false\"".@en","Occurs, for example, in etymological dictionaries. Such a dictionary may be written in German using Latin script as the main script of the resource. But in case of examples of the etymology of words other language scripts need to be used (e.g. Arabic, Chinese) that do not function as main scripts.@en",null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3802_0db370ac-7a32-0597-7949-0f97f19037ca,investigate why there is no mapping,,,,elicitation instrument,Indication of the instrument used for the elicitation of a research study. (source: NaLiDa),3802,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3802,0,elicitationInstrument,elicitationInstrument,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3802,elicitationInstrument,null,Indication of the instrument used for the elicitation of a research study. (source: NaLiDa)@en,elicitation instrument@en,"This data category may be relevant, for instance, in experimental studies or, more specific, in the field of psychology, (psycho)linguistics, medicine, etc.@en / questionnaire, electroencephalography (EEG), eye tracking, etc.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3804_6b1212ab-efcd-ec8c-4ff2-da70dd8f1be9,investigate why there is no mapping,,,,output type,Indication of the output type of a tool/software. (source: NaLiDa),3804,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3804,0,outputType,outputType,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3804,outputType,null,Indication of the output type of a tool/software. (source: NaLiDa)@en,output type@en,"annotated text, transcript, etc.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3805_51e72786-561c-1bd8-9ef0-70dbada35d20,investigate why there is no mapping,,,,prerequisite name,Indication of the name of a prerequisite. (source: NaLiDa),3805,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3805,0,prerequisiteName,prerequisiteName,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3805,prerequisiteName,null,Indication of the name of a prerequisite. (source: NaLiDa)@en,prerequisite name@en,"This data category may be relevant for the installation of something, especially in the context of tools/software.@en",null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3806_e55e9ed6-b099-c21d-a634-3c7f4d22a215,investigate why there is no mapping,,,,resource class,"Indication of the class, i.e. the type, of a resource. (source: NaLiDa)",3806,y,resourceClass,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3806,0,resourceClass,resourceClass,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3806,resourceClass,null,"Indication of the class, i.e. the type, of a resource. (source: NaLiDa)@en",resource class@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-3807_1479532e-b741-f5d4-99f4-881c5908cfd9,investigate why there is no mapping,,,,role,Indication of the role of a person or institution. (source: NaLiDa),3807,y,null,y,NaLiDa,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3807,0,rolePersonInstitution,role,candidate,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-Metadata_6f3f84d1-6f06-6291-4e20-4cd361cca128,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-3807,rolePersonInstitution,http://hdl.handle.net/11459/CCR__2e5b9622-b14e-ae0d-5219-8db8ab92642f,Indication of the role of a person or institution. (source: NaLiDa)@en,role@en,"project leader, research assistant, secretary, annotator, creator, programmer, cooperation partner, (research) funding, etc.@en",null,null,null,null,null,null,null,null,null
