source_Id,toDo_20260202,status_20260202-latest-round,wikidata_uri,mapping_provenance,possible_mapping_to_check_again,source_prefLabel,source_definition,source_isocat_id,source_is_used_concept,source_is_facet_VLO_xml,source_seems_to_be_property,source_extractedSourceFromDefinition,source_changeNote,source_instance_of,source_notation,http://www.w3.org/2004/02/skos/core#altLabel,http://openskos.org/xmlns#status,http://www.w3.org/2004/02/skos/core#inScheme,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#topConceptOf,http://www.w3.org/2004/02/skos/core#changeNote,http://www.w3.org/2004/02/skos/core#notation,http://openskos.org/xmlns#inSkosCollection,http://www.w3.org/2004/02/skos/core#definition,http://www.w3.org/2004/02/skos/core#prefLabel,http://www.w3.org/2004/02/skos/core#example,http://www.w3.org/2004/02/skos/core#scopeNote,http://www.w3.org/2004/02/skos/core#note,http://www.w3.org/2004/02/skos/core#hasTopConcept,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2004/02/skos/core#member,http://www.w3.org/2004/02/skos/core#hiddenLabel,http://purl.org/dc/terms/modified,http://purl.org/dc/terms/dateSubmitted,http://purl.org/dc/terms/creator
http://hdl.handle.net/11459/CCR_C-2709_cb240da0-9009-d7cf-4a7d-76c82bd9d571,"nothing, it's a non-used concept",nothing to do,,,,number,"Number [number] is a grammatical category appropriate for all inflecting grammatical classes as a classifying or inflectional category expressing morphologically the perceived difference in quantity. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)",2709,n,null,y,"[based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2709,0,numberInflection,number,candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2709,numberInflection,http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9,"Number [number] is a grammatical category appropriate for all inflecting grammatical classes as a classifying or inflectional category expressing morphologically the perceived difference in quantity. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)@en",number@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2710_14dd32a2-4b97-1cdd-0828-1b195e812ecb,"nothing, it's a non-used concept",nothing to do,,,,predicative adjective,"non-inflecting adjectival class [adjc] of one-form lexemes consisting of forms which may only be used in predicative contexts (adjc)4, e.g., zdrów ‘healthy’ (cf. On wydaje się zdrów ‘He seems healthy’, but not *zdrów człowiek ‘healthy man’) or ciekaw ‘curious’ (e.g., Jestem ciekaw ‘I am curious’, but not *ciekaw człowiek ‘curious man’). (source: Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.)",2710,n,null,y,"Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2710,0,adjc,"adjc, predicative adjective",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2710,adjc,"http://hdl.handle.net/11459/CCR__9a1e0dfa-fca3-45f4-43b5-775f5d910408 , http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9 , http://hdl.handle.net/11459/CCR__07f76247-a52e-2a10-2331-f103c1e41f5a","non-inflecting adjectival class [adjc] of one-form lexemes consisting of forms which may only be used in predicative contexts (adjc)4, e.g., zdrów ‘healthy’ (cf. On wydaje się zdrów ‘He seems healthy’, but not *zdrów człowiek ‘healthy man’) or ciekaw ‘curious’ (e.g., Jestem ciekaw ‘I am curious’, but not *ciekaw człowiek ‘curious man’). (source: Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.)@en",predicative adjective@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2711_fac73050-5731-d88c-05d8-8ea6c183ee6d,"nothing, it's a non-used concept",nothing to do,,,,coordinate conjunction,"Coordinate conjunction (source: Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.)",2711,n,null,y,"Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2711,0,conj,"conj, Coordinate conjunction [conj] is a non-inflecting grammatical class containing coordinating flexemes.",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2711,conj,http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9,"Coordinate conjunction (source: Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.)@en",coordinate conjunction@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2712_8587d832-52d8-60b3-0f04-393648e711a4,"nothing, it's a non-used concept",nothing to do,,,,complementiser,"Subordinate conjunction (source: Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.)",2712,n,null,y,"Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2712,0,comp,"comp, subordinate conjunction",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2712,comp,http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9,"Subordinate conjunction (source: Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.)@en",complementiser@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2713_c34ef7e6-a664-0ea3-dd11-779a963fe9d5,"nothing, it's a non-used concept",nothing to do,,,,punctuation,"punctuation [interp] contains non-infecting punctuation 'lexemes', e.g., :, ., !, etc. (source: Przepiórkowski, A. (2004). The IPI PAN Corpus: Preliminary version. Institute of Computer Science, Polish Academy of Sciences, Warsaw.)",2713,n,null,y,"Przepiórkowski, A. (2004). The IPI PAN Corpus: Preliminary version. Institute of Computer Science, Polish Academy of Sciences, Warsaw.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2713,0,interp,"punctuation, interp",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2713,interp,http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9,"punctuation [interp] contains non-infecting punctuation 'lexemes', e.g., :, ., !, etc. (source: Przepiórkowski, A. (2004). The IPI PAN Corpus: Preliminary version. Institute of Computer Science, Polish Academy of Sciences, Warsaw.)@en",punctuation@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2714_1b178cb2-93b4-b45c-d6fa-aa781f002e36,"nothing, it's a non-used concept",nothing to do,,,,predicative,"predicative [pred] contains non-inflecting lexemes such as brak `to lack, to miss', trzeba (deontic modality), warto `to be worth it', etc., which analytically inflect for tense and mood (e.g., było warto, warto, warto by, będzie warto) (source: Przepiórkowski, A. (2004). The IPI PAN Corpus: Preliminary version. Institute of Computer Science, Polish Academy of Sciences, Warsaw.)",2714,n,null,y,"Przepiórkowski, A. (2004). The IPI PAN Corpus: Preliminary version. Institute of Computer Science, Polish Academy of Sciences, Warsaw.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2714,0,pred,"pred, predicative",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2714,pred,http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9,"predicative [pred] contains non-inflecting lexemes such as brak `to lack, to miss', trzeba (deontic modality), warto `to be worth it', etc., which analytically inflect for tense and mood (e.g., było warto, warto, warto by, będzie warto) (source: Przepiórkowski, A. (2004). The IPI PAN Corpus: Preliminary version. Institute of Computer Science, Polish Academy of Sciences, Warsaw.)@en",predicative@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2715_bc28f9d2-2f1c-beda-8494-7644099cf718,"nothing, it's a non-used concept",nothing to do,,,,alien elements,"Alien elements class [xxx] is used mostly for annotating longer foreign expressions or whole passages in a foreign language (segments which do not enter into relations with other (non-alien) segments in the sentence) (source: Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.)",2715,n,null,y,"Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2715,0,xxx,"alien elements, xxx",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2715,xxx,http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9,"Alien elements class [xxx] is used mostly for annotating longer foreign expressions or whole passages in a foreign language (segments which do not enter into relations with other (non-alien) segments in the sentence) (source: Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.)@en",alien elements@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2716_564abb7b-4571-be99-79b8-2c47ccb7d484,"nothing, it's a non-used concept",nothing to do,,,,bound word,"Bound word [burk], occurring only in a particular construction, indeterminate as to its morphosyntactic category (source: Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.)",2716,n,null,y,"Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2716,0,burk,"burk, bound word",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2716,burk,http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9,"Bound word [burk], occurring only in a particular construction, indeterminate as to its morphosyntactic category (source: Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.)@en",bound word@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2717_812735d5-5c26-55dd-0a46-9bc96a6e3d67,"nothing, it has an accepted mapping",nothing to do,http://www.wikidata.org/entity/Q83034,isocatId-matches,,interjection,"A segment (i.e., a word-level token receiving a morphosyntactic interpretation) is marked as an interjection [interj], if one of the following holds: – it may only be used as an interjection, e.g., segments such as ach, och, oj, – if the same form has other interpretations, they are not related to the interjection use of that form, e.g., a (which may also be a conjunction or an abbreviation), – it is onomatopoeic, e.g., mu or kukuryku. Examples of segments which may be used interjectively but are not marked as interjections are tak ‘yes’ and kurwa ‘whore’. (source: Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.)",2717,n,null,y,"Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2717,0,interj,"interjection, interj",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2717,interj,http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9,"A segment (i.e., a word-level token receiving a morphosyntactic interpretation) is marked as an interjection [interj], if one of the following holds: – it may only be used as an interjection, e.g., segments such as ach, och, oj, – if the same form has other interpretations, they are not related to the interjection use of that form, e.g., a (which may also be a conjunction or an abbreviation), – it is onomatopoeic, e.g., mu or kukuryku. Examples of segments which may be used interjectively but are not marked as interjections are tak ‘yes’ and kurwa ‘whore’. (source: Przepiórkowski, A. (2009). A comparison of two morphosyntactic tagsets of Polish. In Proceedings of the Mondilex workshop in Warsaw, June 2009.)@en",interjection@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2719_aa398645-ff59-5c0a-8ed7-0910bbcf59eb,"nothing, it's a non-used concept",nothing to do,,,,unknown form,"unknown form [ign] contains forms which have not been recognised in the process of morphological analysis (source: Przepiórkowski, A. (2004). The IPI PAN Corpus: Preliminary version. Institute of Computer Science, Polish Academy of Sciences, Warsaw.)",2719,n,null,y,"Przepiórkowski, A. (2004). The IPI PAN Corpus: Preliminary version. Institute of Computer Science, Polish Academy of Sciences, Warsaw.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2719,0,ign,"unknown form, ign",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2719,ign,http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9,"unknown form [ign] contains forms which have not been recognised in the process of morphological analysis (source: Przepiórkowski, A. (2004). The IPI PAN Corpus: Preliminary version. Institute of Computer Science, Polish Academy of Sciences, Warsaw.)@en",unknown form@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2720_b07740f5-958e-e91f-6248-2fd6f394a65f,"nothing, it has an accepted mapping",nothing to do,http://www.wikidata.org/entity/Q128234,isocatId-matches,,case,"Case [case] is a grammatical category appropriate for inflecting grammatical classes displaying nominal or adjectival features, as well as for prepositions where case is understood as a governed case. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)",2720,n,null,y,"[based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2720,0,caseLanguageDependent,case,candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2720,caseLanguageDependent,"http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9 , http://hdl.handle.net/11459/CCR__9a1e0dfa-fca3-45f4-43b5-775f5d910408 , http://hdl.handle.net/11459/CCR__07f76247-a52e-2a10-2331-f103c1e41f5a","Case [case] is a grammatical category appropriate for inflecting grammatical classes displaying nominal or adjectival features, as well as for prepositions where case is understood as a governed case. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)@en",case@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2721_b4e1bf33-3133-5728-7e12-ea7e7b1aa6e0,"nothing, it has an accepted mapping",nothing to do,http://www.wikidata.org/entity/Q131105,isocatId-matches,,nominative case,"Nominative [nom] is a value of the grammatical category of case paradigmatically appropriate for subjects. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)",2721,n,null,y,"[based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2721,0,nom,"nominative, nom",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2721,nom,"http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9 , http://hdl.handle.net/11459/CCR__07f76247-a52e-2a10-2331-f103c1e41f5a , http://hdl.handle.net/11459/CCR__9a1e0dfa-fca3-45f4-43b5-775f5d910408","Nominative [nom] is a value of the grammatical category of case paradigmatically appropriate for subjects. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)@en",nominative case@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2722_98bef5dd-208a-a375-4aa3-57ae8f560162,"nothing, it has an accepted mapping",nothing to do,http://www.wikidata.org/entity/Q146233,isocatId-matches,,genitive case,"Genitive [gen] is a value of the grammatical category of case paradigmatically appropriate for possessors, partitives, non-inherent case arguments of gerunds and structural objects under sentential negation. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)",2722,n,null,y,"[based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2722,0,gen,"genitive case, gen",candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2722,gen,"http://hdl.handle.net/11459/CCR__9a1e0dfa-fca3-45f4-43b5-775f5d910408 , http://hdl.handle.net/11459/CCR__07f76247-a52e-2a10-2331-f103c1e41f5a , http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9","Genitive [gen] is a value of the grammatical category of case paradigmatically appropriate for possessors, partitives, non-inherent case arguments of gerunds and structural objects under sentential negation. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)@en",genitive case@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2723_503c5540-dbd5-a2fe-4b02-7932e7d81bcd,"nothing, it has an accepted mapping",nothing to do,http://www.wikidata.org/entity/Q145599,isocatId-matches,,dative case,"Dative [dat] is a value of the grammatical category of case paradigmatically appropriate for oblique objects and experiencers. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)",2723,n,null,y,"[based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2723,0,dativeCaseIndirectObject,dat,candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2723,dativeCaseIndirectObject,"http://hdl.handle.net/11459/CCR__9a1e0dfa-fca3-45f4-43b5-775f5d910408 , http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9 , http://hdl.handle.net/11459/CCR__07f76247-a52e-2a10-2331-f103c1e41f5a","Dative [dat] is a value of the grammatical category of case paradigmatically appropriate for oblique objects and experiencers. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)@en",dative case@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2724_53acfdbe-6741-7430-6e7f-677b47993c17,"nothing, it has an accepted mapping",nothing to do,http://www.wikidata.org/entity/Q146078,isocatId-matches,,accusative case,"Accusative [acc] is a value of the grammatical category of case paradigmatically appropriate for structural objects. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)",2724,n,null,y,"[based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2724,0,acc,acc,candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2724,acc,"http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9 , http://hdl.handle.net/11459/CCR__9a1e0dfa-fca3-45f4-43b5-775f5d910408 , http://hdl.handle.net/11459/CCR__07f76247-a52e-2a10-2331-f103c1e41f5a","Accusative [acc] is a value of the grammatical category of case paradigmatically appropriate for structural objects. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)@en",accusative case@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2725_5d674112-e5a5-46ba-d008-d69ad2c9bfb4,"nothing, it has an accepted mapping",nothing to do,http://www.wikidata.org/entity/Q192997,isocatId-matches,,instrumental case,"Instrumental [inst] is a value of the grammatical category of case paradigmatically appropriate for instruments, oblique objects and predicates. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)",2725,n,null,y,"[based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2725,0,inst,inst,candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2725,inst,http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9,"Instrumental [inst] is a value of the grammatical category of case paradigmatically appropriate for instruments, oblique objects and predicates. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)@en",instrumental case@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2726_da687347-23ae-062f-92c5-af3acf7d6b82,"nothing, it has an accepted mapping",nothing to do,http://www.wikidata.org/entity/Q202142,isocatId-matches,,locative case,"Locative [loc] is a value of the grammatical category of case appropriate for forms governed exclusively by prepositions. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)",2726,n,null,y,"[based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2726,0,loc,loc,candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2726,loc,http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9,"Locative [loc] is a value of the grammatical category of case appropriate for forms governed exclusively by prepositions. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)@en",locative case@en,null,null,null,null,null,null,null,null,null,null
http://hdl.handle.net/11459/CCR_C-2727_72586392-8488-13dc-3bb2-76e44f2ba450,"nothing, it has an accepted mapping",nothing to do,http://www.wikidata.org/entity/Q185077,isocatId-matches,,vocative case,"Vocative [voc] is a value of the grammatical category of case paradigmatically appropriate for forms not conditioned syntactically but rather used in the function of address. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)",2727,n,null,y,"[based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.",This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2727,0,voc,voc,candidate,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,http://www.w3.org/2004/02/skos/core#Concept,http://hdl.handle.net/11459/CCR_P-undecided_0103ef85-e040-85f0-c3a1-7b26f5659821,This concept is based on the ISOcat data category: http://www.isocat.org/datcat/DC-2727,voc,http://hdl.handle.net/11459/CCR__bde4939f-eedc-24b9-90f7-915a646fa3e9,"Vocative [voc] is a value of the grammatical category of case paradigmatically appropriate for forms not conditioned syntactically but rather used in the function of address. (source: [based on] Urbańczyk, S., ed. (1992). Encyklopedia języka polskiego. Ossolineum, Wrocław.)@en",vocative case@en,null,null,null,null,null,null,null,null,null,null
